supplier_product_id,supplier_product_category,supplier_product_subcategory,supplier_product_quantity,supplier_product_price,supplier_id,product_id,product_name,product_category,product_subcategory,quantity,price
72,Toys,Board Games,783,123.3,SUP0018,PROD00072,Multi-Purpose Board Games Device 6A70,Toys,Board Games,782,163.94
73,Office,Stationery,3843,42.55,SUP0018,PROD00073,Pro Stationery Bottle D7G8,Office,Stationery,3810,46.67
74,Electronics,Cameras,3799,155.48,SUP0018,PROD00074,Ultra Cameras Bottle 7O7R,Electronics,Cameras,3794,168.92
75,Grocery,Snacks,4219,111.12,SUP0018,PROD00075,Advanced Snacks Keyboard 7PJF,Grocery,Snacks,4214,128.25
76,Home & Kitchen,Storage,4062,66.86,SUP0018,PROD00076,Wireless Storage Chair GPO3,Home & Kitchen,Storage,4059,87.1
77,Toys,Educational,2494,138.54,SUP0018,PROD00077,Compact Educational Set L6G2,Toys,Educational,2454,149.58
78,Grocery,Beverages,1767,163.05,SUP0018,PROD00078,Smart Beverages Mixer UOQH,Grocery,Beverages,1752,194.76
79,Electronics,Tablets,5029,165.66,SUP0018,PROD00079,Smart Tablets Kit FRMW,Electronics,Tablets,4989,176.13
80,Toys,Dolls,159,116.84,SUP0018,PROD00080,Pro Dolls Helmet BHB2,Toys,Dolls,145,130.95
81,Electronics,Tablets,3241,147.96,SUP0018,PROD00081,Advanced Tablets Printer Q28B,Electronics,Tablets,3209,165.51
82,Beauty,Makeup,1802,137.72,SUP0018,PROD00082,Advanced Makeup Bundle 5WKM,Beauty,Makeup,1787,143.95
83,Grocery,Snacks,3336,103.22,SUP0018,PROD00083,Pro Snacks Camera 3ZJV,Grocery,Snacks,3289,140.27
84,Home & Kitchen,Appliances,3204,150.16,SUP0018,PROD00084,Multi-Purpose Appliances Camera LI0A,Home & Kitchen,Appliances,3197,195.75
85,Sports,Outdoor,2641,52.69,SUP0018,PROD00085,Eco Outdoor Device TZNV,Sports,Outdoor,2640,72.23
86,Toys,Educational,4493,80.22,SUP0018,PROD00086,Smart Educational Monitor W5XQ,Toys,Educational,4474,99.78
87,Beauty,Fragrance,4348,32.76,SUP0018,PROD00087,Durable Fragrance Chair OO15,Beauty,Fragrance,4337,36.28
88,Toys,Action Figures,3205,129.68,SUP0018,PROD00088,High-Speed Action Figures Bundle L8ME,Toys,Action Figures,3180,159.12
89,Automotive,Tools,2378,112.23,SUP0018,PROD00089,Durable Tools Blender 5Y2U,Automotive,Tools,2339,135.29
90,Beauty,Skincare,4689,102.18,SUP0018,PROD00090,Smart Skincare Lamp ZO2L,Beauty,Skincare,4653,134.58
91,Home & Kitchen,Appliances,2314,60.27,SUP0018,PROD00091,Durable Appliances Bundle XIR2,Home & Kitchen,Appliances,2309,63.71
92,Office,Printers,3309,39.93,SUP0018,PROD00092,Multi-Purpose Printers Kit P9BJ,Office,Printers,3286,47.32
93,Electronics,Smartphones,3762,55.7,SUP0018,PROD00093,Eco Smartphones Helmet KV9D,Electronics,Smartphones,3749,78.52
94,Toys,Action Figures,1443,166.69,SUP0018,PROD00094,Lite Action Figures Cleaner ZBQB,Toys,Action Figures,1430,208.05
95,Grocery,Beverages,4896,109.79,SUP0018,PROD00095,Eco Beverages Blender 7YX7,Grocery,Beverages,4852,120.48
96,Office,Organization,3860,178.84,SUP0018,PROD00096,Ultra Organization Set EFRX,Office,Organization,3833,204.11
97,Home & Kitchen,Decor,3440,110.97,SUP0018,PROD00097,Multi-Purpose Decor Chair S561,Home & Kitchen,Decor,3415,130.98
98,Grocery,Produce,2348,73.37,SUP0018,PROD00098,Pro Produce Bag ZUOF,Grocery,Produce,2308,93.4
99,Beauty,Haircare,941,13.73,SUP0018,PROD00099,Multi-Purpose Haircare Chair JE6L,Beauty,Haircare,902,17.36
100,Beauty,Body,4186,173.96,SUP0018,PROD00100,Compact Body System 9SA4,Beauty,Body,4153,185.64
101,Beauty,Fragrance,2793,161.63,SUP0018,PROD00101,Smart Fragrance Camera T22S,Beauty,Fragrance,2777,201.47
102,Office,Stationery,4801,136.85,SUP0018,PROD00102,Multi-Purpose Stationery Camera 44NX,Office,Stationery,4757,160.32
103,Beauty,Fragrance,415,81.67,SUP0018,PROD00103,Smart Fragrance System QEIK,Beauty,Fragrance,380,85.06
104,Toys,Board Games,3920,124.2,SUP0018,PROD00104,Premium Board Games Set 6W0C,Toys,Board Games,3905,153.77
105,Sports,Outdoor,690,90.64,SUP0018,PROD00105,Ultra Outdoor Cleaner XVKJ,Sports,Outdoor,661,91.6
106,Electronics,Audio,4388,112.15,SUP0018,PROD00106,Pro Audio Shoes LHVB,Electronics,Audio,4372,123.36
107,Electronics,Smartphones,2651,51.81,SUP0018,PROD00107,Adjustable Smartphones Mixer WOC5,Electronics,Smartphones,2621,65.52
108,Home & Kitchen,Storage,2055,159.81,SUP0018,PROD00108,Durable Storage Speaker 5IC7,Home & Kitchen,Storage,2008,174.56
109,Grocery,Frozen,1961,22.56,SUP0018,PROD00109,Lite Frozen Lamp UN6J,Grocery,Frozen,1919,25.47
110,Sports,Team Sports,3569,60.17,SUP0018,PROD00110,Premium Team Sports Blender 60ZB,Sports,Team Sports,3556,76.19
111,Beauty,Body,3781,50.97,SUP0018,PROD00111,Pro Body Speaker 6ZWH,Beauty,Body,3759,66.68
112,Office,Stationery,95,124.73,SUP0018,PROD00112,Premium Stationery Blender OOVQ,Office,Stationery,64,144.93
113,Sports,Fitness,4055,68.79,SUP0018,PROD00113,Premium Fitness Keyboard 3EJH,Sports,Fitness,4005,96.48
114,Toys,Educational,4585,109.09,SUP0018,PROD00114,Compact Educational Keyboard 9KR2,Toys,Educational,4543,142.99
115,Automotive,Accessories,638,32.05,SUP0018,PROD00115,Ultra Accessories Camera GBPF,Automotive,Accessories,616,32.74
116,Beauty,Makeup,50,37.94,SUP0018,PROD00116,High-Speed Makeup Lamp 4C6J,Beauty,Makeup,30,48.21
117,Automotive,Parts,1277,133.28,SUP0018,PROD00117,Smart Parts Helmet NGZC,Automotive,Parts,1245,177.09
118,Automotive,Parts,4393,76.95,SUP0018,PROD00118,Lite Parts Helmet 79MW,Automotive,Parts,4367,78.07
119,Office,Printers,995,91.99,SUP0018,PROD00119,High-Speed Printers Chair KXQH,Office,Printers,959,102.04
120,Home & Kitchen,Storage,1230,181.37,SUP0018,PROD00120,Multi-Purpose Storage Device GTW4,Home & Kitchen,Storage,1197,200.74
121,Beauty,Skincare,1301,142.34,SUP0018,PROD00121,Eco Skincare Shoes QN9Z,Beauty,Skincare,1259,199.43
122,Electronics,Audio,3203,101.16,SUP0018,PROD00122,Multi-Purpose Audio Device 2IHQ,Electronics,Audio,3179,129.7
123,Electronics,Smartphones,4882,80.0,SUP0018,PROD00123,Ergonomic Smartphones Printer IEWA,Electronics,Smartphones,4874,92.36
124,Toys,Puzzles,4478,50.76,SUP0018,PROD00124,Compact Puzzles Monitor PAUP,Toys,Puzzles,4462,64.95
125,Home & Kitchen,Cleaning,3823,157.27,SUP0018,PROD00125,Durable Cleaning Set KL9S,Home & Kitchen,Cleaning,3812,166.39
126,Grocery,Pantry,2795,39.09,SUP0018,PROD00126,Lite Pantry Lamp FKMK,Grocery,Pantry,2788,55.02
127,Sports,Fitness,2436,134.53,SUP0018,PROD00127,Pro Fitness Cleaner IX56,Sports,Fitness,2421,135.99
128,Beauty,Makeup,4138,121.69,SUP0018,PROD00128,Eco Makeup Kit TSXP,Beauty,Makeup,4099,156.57
129,Home & Kitchen,Cleaning,1318,171.54,SUP0018,PROD00129,High-Speed Cleaning System DMYU,Home & Kitchen,Cleaning,1298,186.66
130,Beauty,Haircare,2750,80.64,SUP0018,PROD00130,Smart Haircare Bottle NMGU,Beauty,Haircare,2713,102.65
131,Toys,Educational,2000,45.75,SUP0018,PROD00131,High-Speed Educational Bag E6EE,Toys,Educational,1996,61.26
132,Home & Kitchen,Cleaning,422,69.11,SUP0018,PROD00132,Classic Cleaning Chair P30E,Home & Kitchen,Cleaning,396,75.15
133,Electronics,Cameras,3262,96.35,SUP0018,PROD00133,Compact Cameras Chair FF1S,Electronics,Cameras,3222,130.91
134,Home & Kitchen,Cleaning,3328,66.48,SUP0018,PROD00134,Premium Cleaning Lamp MC4F,Home & Kitchen,Cleaning,3313,89.18
135,Home & Kitchen,Decor,4003,120.13,SUP0018,PROD00135,Pro Decor Chair 8Q6B,Home & Kitchen,Decor,3996,124.95
136,Office,Organization,3194,178.19,SUP0018,PROD00136,Adjustable Organization Bundle NUWI,Office,Organization,3166,189.05
137,Home & Kitchen,Storage,2056,136.79,SUP0018,PROD00137,High-Speed Storage Lamp PG66,Home & Kitchen,Storage,2052,183.18
138,Electronics,Laptops,2840,150.84,SUP0018,PROD00138,Ultra Laptops Chair OX1X,Electronics,Laptops,2838,158.51
139,Sports,Cycling,622,104.27,SUP0018,PROD00139,Adjustable Cycling Mixer JJBS,Sports,Cycling,615,112.88
140,Toys,Board Games,4389,119.77,SUP0018,PROD00140,Multi-Purpose Board Games Bundle 6QBB,Toys,Board Games,4387,124.97
141,Home & Kitchen,Cookware,2753,63.15,SUP0018,PROD00141,Compact Cookware Set UJIC,Home & Kitchen,Cookware,2719,66.3
142,Electronics,Laptops,2364,49.31,SUP0018,PROD00142,Multi-Purpose Laptops Blender 1HPR,Electronics,Laptops,2321,59.04
143,Home & Kitchen,Decor,3741,12.77,SUP0018,PROD00143,Eco Decor Camera YY94,Home & Kitchen,Decor,3719,18.01
144,Electronics,Cameras,1953,149.39,SUP0018,PROD00144,Advanced Cameras Helmet XSM0,Electronics,Cameras,1926,206.55
145,Sports,Fitness,4349,133.53,SUP0018,PROD00145,Durable Fitness Monitor TWCL,Sports,Fitness,4325,152.89
146,Grocery,Frozen,2867,21.19,SUP0018,PROD00146,Wireless Frozen Bag EROJ,Grocery,Frozen,2819,25.01
147,Beauty,Makeup,1299,50.69,SUP0018,PROD00147,Classic Makeup Cleaner E8LD,Beauty,Makeup,1263,72.29
148,Grocery,Produce,1031,70.71,SUP0018,PROD00148,Lite Produce Bundle C8Q7,Grocery,Produce,1005,100.43
149,Toys,Puzzles,1119,43.29,SUP0018,PROD00149,Smart Puzzles Monitor HJBO,Toys,Puzzles,1083,45.88
150,Home & Kitchen,Appliances,2798,145.56,SUP0018,PROD00150,Compact Appliances Cleaner MTJ1,Home & Kitchen,Appliances,2766,154.69
151,Office,Organization,2390,105.64,SUP0029,PROD00151,Eco Organization Shoes YRSJ,Office,Organization,2354,130.45
152,Electronics,Cameras,99,143.94,SUP0029,PROD00152,Lite Cameras Cleaner 1I71,Electronics,Cameras,92,198.8
153,Grocery,Frozen,724,142.93,SUP0029,PROD00153,Compact Frozen Kit 0I9D,Grocery,Frozen,686,151.99
154,Home & Kitchen,Cleaning,1969,17.24,SUP0029,PROD00154,Ergonomic Cleaning Lamp 1IX7,Home & Kitchen,Cleaning,1934,24.41
155,Beauty,Fragrance,2894,154.53,SUP0029,PROD00155,Wireless Fragrance Device IR0M,Beauty,Fragrance,2893,200.76
156,Toys,Action Figures,2572,98.2,SUP0029,PROD00156,Multi-Purpose Action Figures Monitor WRTT,Toys,Action Figures,2536,102.94
157,Home & Kitchen,Cleaning,2794,131.47,SUP0029,PROD00157,Ultra Cleaning Camera 47HW,Home & Kitchen,Cleaning,2769,181.83
158,Electronics,Laptops,4092,91.23,SUP0029,PROD00158,High-Speed Laptops Blender RR9K,Electronics,Laptops,4058,92.13
159,Automotive,Parts,2106,135.89,SUP0029,PROD00159,Smart Parts Chair 4BEI,Automotive,Parts,2099,165.47
160,Beauty,Fragrance,3962,22.04,SUP0029,PROD00160,Compact Fragrance Speaker NHUS,Beauty,Fragrance,3957,26.46
161,Office,Stationery,3812,41.61,SUP0029,PROD00161,Compact Stationery Chair R067,Office,Stationery,3799,48.18
162,Grocery,Snacks,2312,40.11,SUP0029,PROD00162,Durable Snacks Camera DPSO,Grocery,Snacks,2281,52.82
163,Beauty,Skincare,2689,96.12,SUP0029,PROD00163,Smart Skincare Camera SIQS,Beauty,Skincare,2657,121.86
164,Sports,Fitness,1777,35.01,SUP0029,PROD00164,Eco Fitness Lamp UDK7,Sports,Fitness,1769,36.34
165,Home & Kitchen,Cleaning,1866,175.26,SUP0029,PROD00165,Smart Cleaning Monitor VPPO,Home & Kitchen,Cleaning,1855,176.73
166,Electronics,Cameras,1668,40.09,SUP0029,PROD00166,Wireless Cameras Blender VLO5,Electronics,Cameras,1631,50.14
167,Office,Furniture,1964,5.32,SUP0029,PROD00167,Classic Furniture Lamp L4S3,Office,Furniture,1919,6.23
168,Sports,Outdoor,1164,50.72,SUP0029,PROD00168,Adjustable Outdoor Keyboard HSG1,Sports,Outdoor,1132,64.36
169,Home & Kitchen,Storage,3687,122.8,SUP0029,PROD00169,Adjustable Storage Bundle UYOG,Home & Kitchen,Storage,3658,137.37
170,Grocery,Produce,1055,136.74,SUP0029,PROD00170,Lite Produce Monitor Y326,Grocery,Produce,1008,144.07
171,Beauty,Body,1153,131.18,SUP0029,PROD00171,Ultra Body Blender Q1ZJ,Beauty,Body,1142,183.59
172,Home & Kitchen,Storage,988,11.1,SUP0029,PROD00172,Smart Storage System TGMY,Home & Kitchen,Storage,961,12.12
173,Automotive,Accessories,574,28.36,SUP0029,PROD00173,High-Speed Accessories Cleaner JQ91,Automotive,Accessories,540,29.68
174,Automotive,Parts,1845,73.13,SUP0029,PROD00174,Classic Parts Speaker XPAE,Automotive,Parts,1810,89.69
175,Automotive,Parts,2280,181.95,SUP0029,PROD00175,Ergonomic Parts Mixer X8GB,Automotive,Parts,2233,208.96
176,Office,Organization,4923,38.33,SUP0029,PROD00176,Durable Organization System HFSH,Office,Organization,4917,40.18
177,Toys,Dolls,1421,49.81,SUP0029,PROD00177,Premium Dolls Set DUM6,Toys,Dolls,1382,63.46
178,Toys,Action Figures,2499,37.35,SUP0029,PROD00178,Compact Action Figures Shoes 13JV,Toys,Action Figures,2458,44.4
179,Grocery,Pantry,1214,84.98,SUP0029,PROD00179,Durable Pantry Shoes WFF9,Grocery,Pantry,1175,112.95
180,Toys,Dolls,3000,91.23,SUP0029,PROD00180,Compact Dolls Blender B0LA,Toys,Dolls,2966,121.52
181,Grocery,Beverages,4144,28.28,SUP0029,PROD00181,Durable Beverages Blender WHZS,Grocery,Beverages,4140,40.02
182,Home & Kitchen,Storage,4683,85.19,SUP0029,PROD00182,Eco Storage Bundle 3A9G,Home & Kitchen,Storage,4645,91.33
183,Office,Furniture,2311,18.37,SUP0029,PROD00183,Classic Furniture Speaker 1ELA,Office,Furniture,2309,25.06
184,Automotive,Electronics,1976,82.22,SUP0029,PROD00184,Classic Electronics Kit 8LRJ,Automotive,Electronics,1937,103.86
185,Automotive,Electronics,164,63.08,SUP0029,PROD00185,Wireless Electronics Bottle 79FB,Automotive,Electronics,160,70.33
186,Electronics,Audio,605,170.17,SUP0029,PROD00186,Adjustable Audio Keyboard D8VI,Electronics,Audio,561,195.51
187,Toys,Board Games,3879,6.54,SUP0029,PROD00187,Adjustable Board Games Monitor THRS,Toys,Board Games,3874,8.61
188,Automotive,Accessories,1047,122.95,SUP0029,PROD00188,High-Speed Accessories Chair 8XF6,Automotive,Accessories,1025,132.41
189,Office,Paper,1869,127.79,SUP0029,PROD00189,Multi-Purpose Paper Speaker 4LQP,Office,Paper,1866,155.69
190,Sports,Cycling,4893,126.24,SUP0029,PROD00190,Multi-Purpose Cycling Chair CZ6I,Sports,Cycling,4849,142.19
191,Electronics,Tablets,1583,138.86,SUP0029,PROD00191,Classic Tablets Helmet HLVN,Electronics,Tablets,1546,178.98
192,Office,Furniture,3640,134.07,SUP0029,PROD00192,Smart Furniture Printer 728F,Office,Furniture,3616,161.83
193,Sports,Outdoor,1776,78.99,SUP0029,PROD00193,Durable Outdoor Helmet NVDT,Sports,Outdoor,1763,110.5
194,Sports,Team Sports,4832,110.94,SUP0029,PROD00194,Multi-Purpose Team Sports Helmet ECN4,Sports,Team Sports,4782,144.09
195,Home & Kitchen,Storage,4570,63.11,SUP0029,PROD00195,Pro Storage Bundle M1PQ,Home & Kitchen,Storage,4528,68.89
196,Office,Stationery,767,67.95,SUP0029,PROD00196,Lite Stationery System ULAJ,Office,Stationery,760,93.68
197,Grocery,Produce,3893,17.97,SUP0029,PROD00197,Ultra Produce Shoes J600,Grocery,Produce,3857,21.05
198,Home & Kitchen,Appliances,4625,39.22,SUP0029,PROD00198,Compact Appliances Chair 3CGF,Home & Kitchen,Appliances,4579,52.14
199,Grocery,Frozen,3225,163.17,SUP0029,PROD00199,Wireless Frozen Printer BN4U,Grocery,Frozen,3194,183.61
200,Home & Kitchen,Cleaning,2011,48.79,SUP0029,PROD00200,Wireless Cleaning Camera HP73,Home & Kitchen,Cleaning,1981,50.9
201,Automotive,Accessories,3805,41.83,SUP0029,PROD00201,Lite Accessories Speaker CKQF,Automotive,Accessories,3770,46.42
202,Electronics,Audio,2974,153.36,SUP0029,PROD00202,Durable Audio Bag 0X7M,Electronics,Audio,2926,208.27
203,Beauty,Skincare,3622,39.0,SUP0029,PROD00203,Ergonomic Skincare Mixer T5T3,Beauty,Skincare,3585,52.15
204,Toys,Educational,810,20.78,SUP0029,PROD00204,Smart Educational Camera BZM2,Toys,Educational,782,25.58
205,Grocery,Pantry,516,25.51,SUP0029,PROD00205,High-Speed Pantry Keyboard QSR9,Grocery,Pantry,469,31.29
206,Toys,Dolls,2407,88.06,SUP0029,PROD00206,Eco Dolls Bottle B6NH,Toys,Dolls,2358,102.27
207,Home & Kitchen,Storage,2902,94.73,SUP0029,PROD00207,Advanced Storage Set 0W95,Home & Kitchen,Storage,2860,105.59
208,Sports,Running,2728,119.23,SUP0029,PROD00208,Wireless Running Kit 7J9B,Sports,Running,2715,134.01
209,Home & Kitchen,Storage,3206,86.16,SUP0029,PROD00209,Ultra Storage Cleaner 3W57,Home & Kitchen,Storage,3157,116.18
210,Automotive,Accessories,331,175.54,SUP0029,PROD00210,Wireless Accessories Keyboard DUXO,Automotive,Accessories,292,178.3
211,Beauty,Fragrance,482,7.25,SUP0029,PROD00211,High-Speed Fragrance Mixer UDOX,Beauty,Fragrance,456,10.31
212,Grocery,Pantry,2230,91.87,SUP0029,PROD00212,Adjustable Pantry Cleaner TSUI,Grocery,Pantry,2198,94.31
213,Home & Kitchen,Cleaning,3799,67.03,SUP0029,PROD00213,Durable Cleaning Mixer ZEP5,Home & Kitchen,Cleaning,3778,78.42
214,Electronics,Smartphones,4526,148.87,SUP0029,PROD00214,Adjustable Smartphones Kit PXMU,Electronics,Smartphones,4515,172.62
215,Home & Kitchen,Storage,4354,92.13,SUP0044,PROD00215,Multi-Purpose Storage Shoes V94M,Home & Kitchen,Storage,4313,113.02
216,Sports,Fitness,1079,123.95,SUP0044,PROD00216,Multi-Purpose Fitness Cleaner T2HR,Sports,Fitness,1048,150.21
